time,LFP power,stage (number),wake (0) vs sleep (1),stage (full),LFP freq band,LFP freq (Hz)
1658508640.0,0.4502141923838607,0,0,wake,alpha,7.81
1658509240.0,0.7000917754499418,0,0,wake,alpha,7.81
1658509840.0,0.600071243199309,0,0,wake,alpha,7.81
1658510440.0,0.45007529097030186,0,0,wake,alpha,7.81
1658511041.0,0.5500359040331338,0,0,wake,alpha,7.81
1658511641.0,0.5001289432768895,0,0,wake,alpha,7.81
1658512241.0,0.6500958010172644,0,0,wake,alpha,7.81
1658512841.0,0.5501170458800333,0,0,wake,alpha,7.81
1658513441.0,0.4001095400619455,0,0,wake,alpha,7.81
1658514041.0,0.6000514414354651,0,0,wake,alpha,7.81
1658514641.0,0.6500823454534055,0,0,wake,alpha,7.81
1658515241.0,0.6001552275349464,0,0,wake,alpha,7.81
1658515841.0,0.7000812845648307,0,0,wake,alpha,7.81
1658516441.0,0.5501871633951508,0,0,wake,alpha,7.81
1658517041.0,0.7001138499479647,0,0,wake,alpha,7.81
1658517641.0,0.6501461872896293,0,0,wake,alpha,7.81
1658518241.0,0.8000661589777432,0,0,wake,alpha,7.81
1658518841.0,0.6002654094086453,0,0,wake,alpha,7.81
1658519441.0,0.7501062794739061,0,0,wake,alpha,7.81
1658520041.0,0.6001515548523717,0,0,wake,alpha,7.81
1658520641.0,0.7001089393060353,0,0,wake,alpha,7.81
1658521241.0,0.5502122835664419,0,0,wake,alpha,7.81
1658521841.0,0.6501392343289679,0,0,wake,alpha,7.81
1658522441.0,0.8000421573687116,0,0,wake,alpha,7.81
